FACS.selection,age,cell,cell_ontology_class,cell_ontology_id,free_annotation,method,mouse.id,obs_names,sex,subtissue,tissue
nan,3m,I22.MAA000510.3_8_M.1.1,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,facs,3_8_M,I22.MAA000510.3_8_M.1.1-1-1,male,Fat,SCAT
nan,3m,I22.MAA000526.3_9_M.1.1,nan,nan,nan,facs,3_9_M,I22.MAA000526.3_9_M.1.1-1-1,male,nan,Lung
nan,3m,I22.MAA000530.3_8_M.1.1,"CD4-positive, alpha-beta T cell",CL:0000084,CD4+ T,facs,3_8_M,I22.MAA000530.3_8_M.1.1-1-1,male,nan,Lung
nan,3m,I22.MAA000554.3_8_M.1.1,endothelial cell,CL:0000115,nan,facs,3_8_M,I22.MAA000554.3_8_M.1.1-1-1,male,Fat,GAT
nan,3m,I22.MAA000559.3_8_M.1.1,B cell,CL:0000236,CD79a B cell,facs,3_8_M,I22.MAA000559.3_8_M.1.1-1-1,male,nan,Spleen
nan,3m,I22.MAA000560.3_10_M.1.1,oligodendrocyte,CL:0000128,nan,facs,3_10_M,I22.MAA000560.3_10_M.1.1-1-1,male,Cortex,Brain_Non-Myeloid
nan,3m,I22.MAA000561.3_10_M.1.1,endothelial cell,CL:0000115,Endothelial cell,facs,3_10_M,I22.MAA000561.3_10_M.1.1-1-1,male,Cortex,Brain_Non-Myeloid
nan,3m,I22.MAA000570.3_8_M.1.1,microglial cell,CL:0000129,nan,facs,3_8_M,I22.MAA000570.3_8_M.1.1-1-1,male,Cerebellum,Brain_Myeloid
nan,3m,I22.MAA000571.3_9_M.1.1,microglial cell,CL:0000235,nan,facs,3_9_M,I22.MAA000571.3_9_M.1.1-1-1,male,Cerebellum,Brain_Myeloid
nan,3m,I22.MAA000572.3_8_M.1.1,microglial cell,CL:0000129,nan,facs,3_8_M,I22.MAA000572.3_8_M.1.1-1-1,male,Cortex,Brain_Myeloid
nan,3m,I22.MAA000574.3_8_M.1.1,pancreatic ductal cell,CL:0002079,pancreatic ductal cell,facs,3_8_M,I22.MAA000574.3_8_M.1.1-1-1,male,Exocrine,Pancreas
nan,3m,I22.MAA000578.3_10_M.1.1,nan,nan,nan,facs,3_10_M,I22.MAA000578.3_10_M.1.1-1-1,male,Cerebellum,Brain_Non-Myeloid
nan,3m,I22.MAA000581.3_10_M.1.1,endothelial cell,CL:0000115,Endothelial cell,facs,3_10_M,I22.MAA000581.3_10_M.1.1-1-1,male,Cerebellum,Brain_Non-Myeloid
nan,3m,I22.MAA000583.3_9_M.1.1,secretory cell,CL:1000320,Reg4/cKit+ deep crypt secretory cells (Distal),facs,3_9_M,I22.MAA000583.3_9_M.1.1-1-1,male,Distal,Large_Intestine
nan,3m,I22.MAA000586.3_8_M.1.1,endothelial cell of coronary artery,CL:0000115,coronary vascular endothelial cell,facs,3_8_M,I22.MAA000586.3_8_M.1.1-1-1,male,RA,Heart
nan,3m,I22.MAA000590.3_9_M.1.1,microglial cell,CL:0000129,nan,facs,3_9_M,I22.MAA000590.3_9_M.1.1-1-1,male,Striatum,Brain_Myeloid
nan,3m,I22.MAA000592.3_9_M.1.1,microglial cell,CL:0000129,nan,facs,3_9_M,I22.MAA000592.3_9_M.1.1-1-1,male,Hippocampus,Brain_Myeloid
nan,3m,I22.MAA000594.3_8_M.1.1,fibrocyte,CL:0000057,fibroblast,facs,3_8_M,I22.MAA000594.3_8_M.1.1-1-1,male,Heart,Aorta
nan,3m,I22.MAA000595.3_9_M.1.1,nan,nan,nan,facs,3_9_M,I22.MAA000595.3_9_M.1.1-1-1,male,Heart,Aorta
nan,3m,I22.MAA000596.3_9_M.1.1,hematopoietic stem cell,CL:0002036,MPP Fraction B + C,facs,3_9_M,I22.MAA000596.3_9_M.1.1-1-1,male,KLS,Marrow
nan,3m,I22.MAA000599.3_8_M.1.1,endothelial cell,CL:0000115,nan,facs,3_8_M,I22.MAA000599.3_8_M.1.1-1-1,male,Fat,BAT
nan,3m,I22.MAA000600.3_8_M.1.1,hematopoietic stem cell,CL:0000051,MPP Fraction B + C,facs,3_8_M,I22.MAA000600.3_8_M.1.1-1-1,male,KLS,Marrow
nan,3m,I22.MAA000603.3_10_M.1.1,microglial cell,CL:0000129,nan,facs,3_10_M,I22.MAA000603.3_10_M.1.1-1-1,male,Hippocampus,Brain_Myeloid
nan,3m,I22.MAA000605.3_10_M.1.1,macrophage,CL:0000235,nan,facs,3_10_M,I22.MAA000605.3_10_M.1.1-1-1,male,Cerebellum,Brain_Myeloid
nan,3m,I22.MAA000607.3_9_M.1.1,DN4 thymocyte,CL:0002420,DN4 thymocyte,facs,3_9_M,I22.MAA000607.3_9_M.1.1-1-1,male,nan,Thymus
nan,3m,I22.MAA000609.3_8_M.1.1,thymocyte,CL:0002420,"DN to DP transition (most are Cd8+/ Cd4+, some undergoing VDJ recombination)",facs,3_8_M,I22.MAA000609.3_8_M.1.1-1-1,male,nan,Thymus
nan,3m,I22.MAA000611.3_8_M.1.1,large intestine goblet cell,CL:1000320,nan,facs,3_8_M,I22.MAA000611.3_8_M.1.1-1-1,male,Proximal,Large_Intestine
nan,3m,I22.MAA000612.3_9_M.1.1,enterocyte of epithelium of large intestine,CL:0002253,nan,facs,3_9_M,I22.MAA000612.3_9_M.1.1-1-1,male,Proximal,Large_Intestine
nan,3m,I22.MAA000638.3_9_M.1.1,nan,nan,nan,facs,3_9_M,I22.MAA000638.3_9_M.1.1-1-1,male,Cerebellum,Brain_Non-Myeloid
nan,3m,I22.MAA000639.3_9_M.1.1,granulocyte,CL:0000094,granulocyte,facs,3_9_M,I22.MAA000639.3_9_M.1.1-1-1,male,Granulocytes,Marrow
nan,3m,I22.MAA000776.3_10_M.1.1,B cell,CL:0000236,CD79a B cell,facs,3_10_M,I22.MAA000776.3_10_M.1.1-1-1,male,nan,Spleen
nan,3m,I22.MAA000779.3_11_M.1.1,granulocyte,CL:0000236,nan,facs,3_11_M,I22.MAA000779.3_11_M.1.1-1-1,male,nan,Spleen
nan,3m,I22.MAA000848.3_10_M.1.1,hematopoietic stem cell,CL:0002035,MPP Fraction B + C,facs,3_10_M,I22.MAA000848.3_10_M.1.1-1-1,male,KLS,Marrow
nan,3m,I22.MAA000870.3_10_M.1.1,large intestine goblet cell,CL:1000320,"Goblet cell, top of crypt (Distal)",facs,3_10_M,I22.MAA000870.3_10_M.1.1-1-1,male,Distal,Large_Intestine
nan,3m,I22.MAA000871.3_11_M.1.1,epithelial cell of large intestine,CL:0002253,Lgr5- amplifying undifferentiated cell,facs,3_11_M,I22.MAA000871.3_11_M.1.1-1-1,male,Proximal,Large_Intestine
nan,3m,I22.MAA000880.3_11_M.1.1,macrophage,CL:0000738,macrophage,facs,3_11_M,I22.MAA000880.3_11_M.1.1-1-1,male,nan,Thymus
nan,3m,I22.MAA000884.3_10_M.1.1,pancreatic D cell,CL:0000173,nan,facs,3_10_M,I22.MAA000884.3_10_M.1.1-1-1,male,Endocrine,Pancreas
nan,3m,I22.MAA000891.3_10_M.1.1,neutrophil,CL:0000738,Neutrophil,facs,3_10_M,I22.MAA000891.3_10_M.1.1-1-1,male,nan,Lung
nan,3m,I22.MAA000899.3_10_M.1.1,monocyte,CL:0000738,monocyte,facs,3_10_M,I22.MAA000899.3_10_M.1.1-1-1,male,RA,Heart
nan,3m,I22.MAA000901.3_10_M.1.1,nan,nan,nan,facs,3_10_M,I22.MAA000901.3_10_M.1.1-1-1,male,RV,Heart
nan,3m,I22.MAA000906.3_11_M.1.1,aortic endothelial cell,CL:0000115,nan,facs,3_11_M,I22.MAA000906.3_11_M.1.1-1-1,male,Heart,Aorta
nan,3m,I22.MAA000907.3_11_M.1.1,endothelial cell of hepatic sinusoid,CL:1000398,endothelial cell of hepatic sinusoid,facs,3_11_M,I22.MAA000907.3_11_M.1.1-1-1,male,Non-hepatocytes,Liver
nan,3m,I22.MAA000908.3_10_M.1.1,aortic endothelial cell,CL:0000115,coronary vascular endothelial cell,facs,3_10_M,I22.MAA000908.3_10_M.1.1-1-1,male,Heart,Aorta
nan,3m,I22.MAA000909.3_10_M.1.1,enteroendocrine cell,CL:0000164,nan,facs,3_10_M,I22.MAA000909.3_10_M.1.1-1-1,male,Proximal,Large_Intestine
nan,3m,I22.MAA000910.3_10_M.1.1,pancreatic acinar cell,CL:0002064,pancreatic acinar cell,facs,3_10_M,I22.MAA000910.3_10_M.1.1-1-1,male,Exocrine,Pancreas
nan,3m,I22.MAA000917.3_11_M.1.1,nan,nan,nan,facs,3_11_M,I22.MAA000917.3_11_M.1.1-1-1,male,LV,Heart
nan,3m,I22.MAA000918.3_10_M.1.1,fibroblast of cardiac tissue,CL:0000057,fibroblast of cardiac tissue,facs,3_10_M,I22.MAA000918.3_10_M.1.1-1-1,male,LV,Heart
nan,3m,I22.MAA000926.3_9_M.1.1,astrocyte,CL:0000127,nan,facs,3_9_M,I22.MAA000926.3_9_M.1.1-1-1,male,Cortex,Brain_Non-Myeloid
nan,3m,I22.MAA000935.3_8_M.1.1,oligodendrocyte,CL:0000128,nan,facs,3_8_M,I22.MAA000935.3_8_M.1.1-1-1,male,Hippocampus,Brain_Non-Myeloid
nan,3m,I22.MAA000937.3_8_M.1.1,secretory cell,CL:1000320,Reg4/cKit+ deep crypt secretory cells (Distal),facs,3_8_M,I22.MAA000937.3_8_M.1.1-1-1,male,Distal,Large_Intestine
nan,3m,I22.MAA000938.3_8_M.1.1,bulge keratinocyte,CL:0002337,outer bulge,facs,3_8_M,I22.MAA000938.3_8_M.1.1-1-1,male,Telogen,Skin
nan,3m,I22.MAA000944.3_9_M.1.1,oligodendrocyte,CL:0000128,nan,facs,3_9_M,I22.MAA000944.3_9_M.1.1-1-1,male,Cortex,Brain_Non-Myeloid
nan,3m,I22.MAA000947.3_9_M.1.1,astrocyte,CL:0000127,nan,facs,3_9_M,I22.MAA000947.3_9_M.1.1-1-1,male,Hippocampus,Brain_Non-Myeloid
nan,3m,I22.MAA001454.3_38_F.1.1,mesenchymal stem cell,CL:0000134,nan,facs,3_38_F,I22.MAA001454.3_38_F.1.1-1-1,female,Limb_Muscle,Diaphragm
nan,3m,I22.MAA001844.3_38_F.1.1,hematopoietic stem cell,CL:0002035,MPP Fraction B,facs,3_38_F,I22.MAA001844.3_38_F.1.1-1-1,female,KLS,Marrow
nan,3m,I22.MAA001847.3_39_F.1.1,"CD4-positive, alpha-beta T cell",CL:0000084,CD4+ T,facs,3_39_F,I22.MAA001847.3_39_F.1.1-1-1,female,EPCAM,Lung
nan,3m,I22.MAA001857.3_38_F.1.1,pancreatic B cell,CL:0000169,pancreatic B cell,facs,3_38_F,I22.MAA001857.3_38_F.1.1-1-1,female,Endocrine,Pancreas
nan,3m,I22.MAA001861.3_39_F.1.1,pancreatic ductal cell,CL:0002079,pancreatic ductal cell,facs,3_39_F,I22.MAA001861.3_39_F.1.1-1-1,female,Exocrine,Pancreas
nan,3m,I22.MAA001862.3_39_F.1.1,pancreatic A cell,CL:0000171,nan,facs,3_39_F,I22.MAA001862.3_39_F.1.1-1-1,female,Endocrine,Pancreas
nan,3m,I22.MAA001865.3_38_F.1.1,fibroblast,CL:0008019,nan,facs,3_38_F,I22.MAA001865.3_38_F.1.1-1-1,female,nan,Trachea
nan,3m,I22.MAA001867.3_39_F.1.1,fibroblast,CL:0008019,nan,facs,3_39_F,I22.MAA001867.3_39_F.1.1-1-1,female,nan,Trachea
nan,3m,I22.MAA001868.3_38_F.1.1,pancreatic ductal cell,CL:0002079,pancreatic ductal cell,facs,3_38_F,I22.MAA001868.3_38_F.1.1-1-1,female,Exocrine,Pancreas
nan,3m,I22.MAA001869.3_38_F.1.1,enterocyte of epithelium of large intestine,CL:0002071,nan,facs,3_38_F,I22.MAA001869.3_38_F.1.1-1-1,female,Proximal,Large_Intestine
nan,3m,I22.MAA001871.3_39_F.1.1,epithelial cell of large intestine,CL:0002253,Lgr5- amplifying undifferentiated cell,facs,3_39_F,I22.MAA001871.3_39_F.1.1-1-1,female,Proximal,Large_Intestine
nan,3m,I22.MAA001872.3_39_F.1.1,enterocyte of epithelium of large intestine,CL:0002253,nan,facs,3_39_F,I22.MAA001872.3_39_F.1.1-1-1,female,Proximal,Large_Intestine
nan,3m,I22.MAA001873.3_38_F.1.1,large intestine goblet cell,CL:1000320,nan,facs,3_38_F,I22.MAA001873.3_38_F.1.1-1-1,female,Distal,Large_Intestine
nan,3m,I22.MAA001875.3_39_F.1.1,intestinal crypt stem cell,CL:0002253,Lgr5+ undifferentiated cell (Distal),facs,3_39_F,I22.MAA001875.3_39_F.1.1-1-1,female,Distal,Large_Intestine
nan,3m,I22.MAA001883.3_39_F.1.1,precursor B cell,CL:0000817,pre B cell,facs,3_39_F,I22.MAA001883.3_39_F.1.1-1-1,female,B-cells,Marrow
nan,3m,I22.MAA001884.3_38_F.1.1,macrophage,CL:0000235,CD4+ macrophage,facs,3_38_F,I22.MAA001884.3_38_F.1.1-1-1,female,B-cells,Marrow
nan,3m,I22.MAA001887.3_39_F.1.1,hematopoietic stem cell,CL:0002035,MPP Fraction B + C,facs,3_39_F,I22.MAA001887.3_39_F.1.1-1-1,female,KLS,Marrow
nan,3m,I22.MAA001888.3_39_F.1.1,promonocyte,CL:0000576,monocyte + promonocyte,facs,3_39_F,I22.MAA001888.3_39_F.1.1-1-1,female,T-cells,Marrow
nan,3m,I22.MAA001889.3_38_F.1.1,nan,CL:0000499,nan,facs,3_38_F,I22.MAA001889.3_38_F.1.1-1-1,female,EPCAM,Lung
nan,3m,I22.MAA001892.3_38_F.1.1,"CD4-positive, alpha-beta T cell",CL:0000084,CD4+ T,facs,3_38_F,I22.MAA001892.3_38_F.1.1-1-1,female,Endomucin,Lung
nan,3m,I22.MAA001894.3_39_F.1.1,endothelial cell,CL:0000115,Endothelial cell,facs,3_39_F,I22.MAA001894.3_39_F.1.1-1-1,female,Cortex,Brain_Non-Myeloid
nan,3m,I3.B000126.3_39_F.1.1,basal cell of epidermis,CL:0002187,nan,facs,3_39_F,I3.B000126.3_39_F.1.1-1-1,female,Telogen,Skin
nan,3m,I3.B000127.3_38_F.1.1,nan,nan,nan,facs,3_38_F,I3.B000127.3_38_F.1.1-1-1,female,Fat,SCAT
nan,3m,I3.B000412.3_56_F.1.1,endothelial cell of coronary artery,CL:0000115,coronary vascular endothelial cell,facs,3_56_F,I3.B000412.3_56_F.1.1-1-1,female,RA,Heart
nan,3m,I3.B000610.3_56_F.1.1,bladder cell,CL:1001319,bladder mesenchymal cell (Car3+),facs,3_56_F,I3.B000610.3_56_F.1.1-1-1,female,nan,Bladder
nan,3m,I3.B000634.3_56_F.1.1,fibroblast of cardiac tissue,CL:0000057,fibroblast of cardiac tissue,facs,3_56_F,I3.B000634.3_56_F.1.1-1-1,female,LA,Heart
nan,3m,I3.B000636.3_56_F.1.1,nan,nan,nan,facs,3_56_F,I3.B000636.3_56_F.1.1-1-1,female,LV,Heart
nan,3m,I3.B000825.3_38_F.1.1,microglial cell,CL:0000129,nan,facs,3_38_F,I3.B000825.3_38_F.1.1-1-1,female,Striatum,Brain_Myeloid
nan,3m,I3.B000826.3_39_F.1.1,microglial cell,CL:0000129,nan,facs,3_39_F,I3.B000826.3_39_F.1.1-1-1,female,Cortex,Brain_Myeloid
nan,3m,I3.B000827.3_38_F.1.1,DN4 thymocyte,CL:0002420,DN4 thymocyte,facs,3_38_F,I3.B000827.3_38_F.1.1-1-1,female,Flowthrough,Thymus
nan,3m,I3.B000971.3_39_F.1.1,"CD8-positive, alpha-beta T cell",CL:0000084,Cd3e T cell,facs,3_39_F,I3.B000971.3_39_F.1.1-1-1,female,nan,Spleen
nan,3m,I3.B001176.3_56_F.1.1,microglial cell,CL:0000129,nan,facs,3_56_F,I3.B001176.3_56_F.1.1-1-1,female,Striatum,Brain_Myeloid
nan,3m,I3.B001689.3_38_F.1.1,microglial cell,CL:0000129,nan,facs,3_38_F,I3.B001689.3_38_F.1.1-1-1,female,Hippocampus,Brain_Myeloid
nan,3m,I3.B001717.3_38_F.1.1,mesangial cell,CL:0000115,mesangial cell,facs,3_38_F,I3.B001717.3_38_F.1.1-1-1,female,nan,Kidney
nan,3m,I3.B001750.3_38_F.1.1,B cell,CL:0000236,CD79a B cell,facs,3_38_F,I3.B001750.3_38_F.1.1-1-1,female,nan,Spleen
nan,3m,I3.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,facs,3_56_F,I3.B002314.3_56_F.1.1-1-1,female,Fat,MAT
nan,3m,I3.B002421.3_39_F.1.1,endothelial cell of coronary artery,CL:0000115,coronary vascular endothelial cell,facs,3_39_F,I3.B002421.3_39_F.1.1-1-1,female,LV,Heart
nan,3m,I3.B002427.3_39_F.1.1,endocardial cell,CL:0002350,endothelial cell of endocardium,facs,3_39_F,I3.B002427.3_39_F.1.1-1-1,female,LA,Heart
nan,3m,I3.B002428.3_38_F.1.1,fibroblast of cardiac tissue,CL:0000057,fibroblast of cardiac tissue,facs,3_38_F,I3.B002428.3_38_F.1.1-1-1,female,LA,Heart
nan,3m,I3.B002432.3_38_F.1.1,basal cell,CL:0000646,basal cell,facs,3_38_F,I3.B002432.3_38_F.1.1-1-1,female,Mammary_Gland,Mammary_Gland
nan,3m,I3.B002433.3_38_F.1.1,basal cell,CL:0000646,basal cell,facs,3_38_F,I3.B002433.3_38_F.1.1-1-1,female,Mammary_Gland,Mammary_Gland
nan,3m,I3.B002435.3_39_F.1.1,basal cell,CL:0000646,basal cell,facs,3_39_F,I3.B002435.3_39_F.1.1-1-1,female,Mammary_Gland,Mammary_Gland
nan,3m,I3.B002436.3_39_F.1.1,nan,nan,nan,facs,3_39_F,I3.B002436.3_39_F.1.1-1-1,female,Mammary_Gland,Mammary_Gland
nan,3m,I3.B002437.3_39_F.1.1,nan,CL:0000646,nan,facs,3_39_F,I3.B002437.3_39_F.1.1-1-1,female,Mammary_Gland,Mammary_Gland
nan,3m,I3.B002438.3_38_F.1.1,basal cell,CL:0000646,basal cell,facs,3_38_F,I3.B002438.3_38_F.1.1-1-1,female,Mammary_Gland,Mammary_Gland
nan,3m,I3.B002762.3_39_F.1.1,mesenchymal stem cell,CL:0000134,nan,facs,3_39_F,I3.B002762.3_39_F.1.1-1-1,female,Limb_Muscle,Diaphragm
nan,3m,I3.B002764.3_38_F.1.1,nan,nan,nan,facs,3_38_F,I3.B002764.3_38_F.1.1-1-1,female,nan,Bladder
nan,3m,I3.B002765.3_38_F.1.1,mesenchymal stem cell,CL:0000134,nan,facs,3_38_F,I3.B002765.3_38_F.1.1-1-1,female,ForelimbandHindlimb,Limb_Muscle
nan,3m,I3.B002775.3_39_F.1.1,fenestrated cell,CL:0000115,fenestrated cell,facs,3_39_F,I3.B002775.3_39_F.1.1-1-1,female,nan,Kidney
nan,3m,I3.B002777.3_39_F.1.1,keratinocyte,CL:0000312,nan,facs,3_39_F,I3.B002777.3_39_F.1.1-1-1,female,nan,Tongue
nan,3m,I3.B002780.3_38_F.1.1,basal cell of epidermis,CL:0002187,nan,facs,3_38_F,I3.B002780.3_38_F.1.1-1-1,female,nan,Tongue
nan,3m,I3.B002955.3_56_F.1.1,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,facs,3_56_F,I3.B002955.3_56_F.1.1-1-1,female,Fat,GAT
nan,3m,I3.B003277.3_39_F.1.1,nan,nan,nan,facs,3_39_F,I3.B003277.3_39_F.1.1-1-1,female,Hippocampus,Brain_Non-Myeloid
nan,3m,I3.B003279.3_38_F.1.1,microglial cell,CL:0000129,nan,facs,3_38_F,I3.B003279.3_38_F.1.1-1-1,female,Cerebellum,Brain_Myeloid
nan,3m,I3.B003281.3_39_F.1.1,nan,nan,nan,facs,3_39_F,I3.B003281.3_39_F.1.1-1-1,female,Hippocampus,Brain_Myeloid
nan,3m,I3.B003283.3_38_F.1.1,keratinocyte stem cell,CL:1000428,actively dividing stem cell,facs,3_38_F,I3.B003283.3_38_F.1.1-1-1,female,Telogen,Skin
nan,3m,I3.B003291.3_39_F.1.1,thymocyte,CL:0002420,"DN to DP transition (most are Cd8+/ Cd4+, some undergoing VDJ recombination)",facs,3_39_F,I3.B003291.3_39_F.1.1-1-1,female,Flowthrough,Thymus
nan,3m,I3.B003292.3_39_F.1.1,microglial cell,CL:0000129,nan,facs,3_39_F,I3.B003292.3_39_F.1.1-1-1,female,Striatum,Brain_Myeloid
nan,3m,I3.B003728.3_56_F.1.1,nan,nan,nan,facs,3_56_F,I3.B003728.3_56_F.1.1-1-1,female,Striatum,Brain_Non-Myeloid
nan,3m,I3.D041894.3_9_M.1.1,keratinocyte,CL:0000312,nan,facs,3_9_M,I3.D041894.3_9_M.1.1-1-1,male,nan,Tongue
nan,3m,I3.D041904.3_10_M.1.1,basal cell of epidermis,CL:0002187,nan,facs,3_10_M,I3.D041904.3_10_M.1.1-1-1,male,nan,Tongue
nan,3m,I3.D041911.3_8_M.1.1,basal cell of epidermis,CL:0002187,nan,facs,3_8_M,I3.D041911.3_8_M.1.1-1-1,male,nan,Tongue
nan,3m,I3.D041912.3_8_M.1.1,granulocyte,CL:0000094,granulocyte,facs,3_8_M,I3.D041912.3_8_M.1.1-1-1,male,Granulocytes,Marrow
nan,3m,I3.D041914.3_8_M.1.1,bladder cell,CL:1001319,nan,facs,3_8_M,I3.D041914.3_8_M.1.1-1-1,male,nan,Bladder
nan,3m,I3.D042044.3_9_M.1.1,naive B cell,CL:0000788,naïve B cell,facs,3_9_M,I3.D042044.3_9_M.1.1-1-1,male,B-cells,Marrow
nan,3m,I3.D042103.3_11_M.1,mesenchymal stem cell,CL:0000134,nan,facs,3_11_M,I3.D042103.3_11_M.1-1-1,male,ForelimbandHindlimb,Limb_Muscle
nan,3m,I3.D042105.3_11_M.1.1,mesenchymal stem cell,CL:0000134,nan,facs,3_11_M,I3.D042105.3_11_M.1.1-1-1,male,Limb_Muscle,Diaphragm
nan,3m,I3.D042186.3_8_M.1.1,mesenchymal stem cell,CL:0000134,nan,facs,3_8_M,I3.D042186.3_8_M.1.1-1-1,male,ForelimbandHindlimb,Limb_Muscle
nan,3m,I3.D042193.3_8_M.1.1,"CD4-positive, alpha-beta T cell",CL:0000815,BM CD4 T cell,facs,3_8_M,I3.D042193.3_8_M.1.1-1-1,male,T-cells,Marrow
nan,3m,I3.D042253.3_9_M.1.1,bladder cell,CL:1001319,nan,facs,3_9_M,I3.D042253.3_9_M.1.1-1-1,male,nan,Bladder
nan,3m,I3.D042475.3_9_M.1.1,fibroblast,CL:0000066,nan,facs,3_9_M,I3.D042475.3_9_M.1.1-1-1,male,nan,Trachea
nan,3m,I3.D042479.3_8_M.1.1,naive B cell,CL:0000788,naïve B cell,facs,3_8_M,I3.D042479.3_8_M.1.1-1-1,male,B-cells,Marrow
nan,3m,I3.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,facs,3_39_F,I3.D043520.3_39_F.1.1-1-1,female,Fat,MAT
nan,3m,I3.D043522.3_39_F.1.1,smooth muscle cell of the pulmonary artery,CL:1001567,Artery,facs,3_39_F,I3.D043522.3_39_F.1.1-1-1,female,Endomucin,Lung
nan,3m,I3.D045058.3_39_F.1.1,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,facs,3_39_F,I3.D045058.3_39_F.1.1-1-1,female,Fat,GAT
nan,3m,I3.D045067.3_38_F.1.1,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,facs,3_38_F,I3.D045067.3_38_F.1.1-1-1,female,Fat,GAT
nan,3m,I3.D045140.3_38_F.1.1,nan,nan,nan,facs,3_38_F,I3.D045140.3_38_F.1.1-1-1,female,Granulocytes,Marrow
nan,3m,I3.MAA000388.3_11_M.1.1,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,facs,3_11_M,I3.MAA000388.3_11_M.1.1-1-1,male,Fat,GAT
nan,3m,I3.MAA000398.3_9_M.1.1,endothelial cell of coronary artery,CL:0000115,coronary vascular endothelial cell,facs,3_9_M,I3.MAA000398.3_9_M.1.1-1-1,male,LA,Heart
nan,3m,I3.MAA000399.3_9_M.1.1,nan,nan,nan,facs,3_9_M,I3.MAA000399.3_9_M.1.1-1-1,male,RV,Heart
nan,3m,I3.MAA000427.3_11_M.1.1,basal cell of epidermis,CL:0002187,nan,facs,3_11_M,I3.MAA000427.3_11_M.1.1-1-1,male,Anagen,Skin
nan,3m,I3.MAA000435.3_10_M.1.1,epidermal cell,CL:0000362,nan,facs,3_10_M,I3.MAA000435.3_10_M.1.1-1-1,male,Anagen,Skin
nan,3m,I3.MAA000439.3_10_M.1.1,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,facs,3_10_M,I3.MAA000439.3_10_M.1.1-1-1,male,Fat,GAT
nan,3m,I3.MAA000452.3_8_M.1.1,endothelial cell of coronary artery,CL:0000115,coronary vascular endothelial cell,facs,3_8_M,I3.MAA000452.3_8_M.1.1-1-1,male,RV,Heart
nan,3m,I3.MAA000487.3_10_M.1.1,bladder cell,CL:1001319,bladder mesenchymal cell (Car3+),facs,3_10_M,I3.MAA000487.3_10_M.1.1-1-1,male,nan,Bladder
nan,3m,I3.MAA000508.3_9_M.1.1,"CD4-positive, alpha-beta T cell",CL:0000084,Cd3e T cell,facs,3_9_M,I3.MAA000508.3_9_M.1.1-1-1,male,nan,Spleen
nan,3m,I3.MAA000510.3_8_M.1.1,T cell,CL:0000084,nan,facs,3_8_M,I3.MAA000510.3_8_M.1.1-1-1,male,Fat,SCAT
nan,3m,I3.MAA000526.3_9_M.1.1,type II pneumocyte,CL:0000499,Alveolar Epithelial Type 2,facs,3_9_M,I3.MAA000526.3_9_M.1.1-1-1,male,nan,Lung
nan,3m,I3.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,facs,3_8_M,I3.MAA000531.3_8_M.1.1-1-1,male,Fat,MAT
nan,3m,I3.MAA000554.3_8_M.1.1,epithelial cell,nan,nan,facs,3_8_M,I3.MAA000554.3_8_M.1.1-1-1,male,Fat,GAT
nan,3m,I3.MAA000556.3_9_M.1.1,nan,nan,nan,facs,3_9_M,I3.MAA000556.3_9_M.1.1-1-1,male,Fat,BAT
nan,3m,I3.MAA000559.3_8_M.1.1,B cell,CL:0000236,CD79a B cell,facs,3_8_M,I3.MAA000559.3_8_M.1.1-1-1,male,nan,Spleen
nan,3m,I3.MAA000560.3_10_M.1.1,oligodendrocyte precursor cell,CL:0002453,Oligodendrocyte progenitor cell,facs,3_10_M,I3.MAA000560.3_10_M.1.1-1-1,male,Cortex,Brain_Non-Myeloid
nan,3m,I3.MAA000570.3_8_M.1.1,microglial cell,CL:0000129,nan,facs,3_8_M,I3.MAA000570.3_8_M.1.1-1-1,male,Cerebellum,Brain_Myeloid
nan,3m,I3.MAA000572.3_8_M.1.1,microglial cell,CL:0000129,nan,facs,3_8_M,I3.MAA000572.3_8_M.1.1-1-1,male,Cortex,Brain_Myeloid
nan,3m,I3.MAA000577.3_8_M.1.1,pancreatic PP cell,CL:0002275,nan,facs,3_8_M,I3.MAA000577.3_8_M.1.1-1-1,male,Endocrine,Pancreas
nan,3m,I3.MAA000581.3_10_M.1.1,nan,nan,nan,facs,3_10_M,I3.MAA000581.3_10_M.1.1-1-1,male,Cerebellum,Brain_Non-Myeloid
nan,3m,I3.MAA000586.3_8_M.1.1,fibroblast of cardiac tissue,CL:0000057,fibroblast of cardiac tissue,facs,3_8_M,I3.MAA000586.3_8_M.1.1-1-1,male,RA,Heart
nan,3m,I3.MAA000590.3_9_M.1.1,microglial cell,CL:0000129,nan,facs,3_9_M,I3.MAA000590.3_9_M.1.1-1-1,male,Striatum,Brain_Myeloid
